"No.","Time","Source","Destination","Protocol","Length","Info"
"1772","247.899681","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"1773","247.951679","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=15 Ack=4595 Win=65489 Len=0"
"1774","248.197894","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"1775","248.248393","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=15 Ack=4641 Win=65443 Len=0"
"2144","256.187414","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2147","256.238882","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=15 Ack=4687 Win=65397 Len=0"
"2152","256.296117","10.112.112.19","10.112.112.11","MQTT","378","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"2153","256.296455","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"2172","256.431181","10.112.112.19","10.112.112.11","TCP","54","57826  >  1883 [ACK] Seq=5011 Ack=17 Win=5728 Len=0"
"2199","256.932078","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2200","256.980995","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5057 Win=65027 Len=0"
"2307","257.938580","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2308","257.989765","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5103 Win=64981 Len=0"
"2329","258.937912","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2330","258.979348","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5149 Win=64935 Len=0"
"2434","259.940056","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2437","259.983687","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5195 Win=64889 Len=0"
"2470","260.944992","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2472","260.986570","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5241 Win=64843 Len=0"
"2482","262.029536","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2483","262.077140","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5287 Win=64797 Len=0"
"2490","263.251246","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2496","263.291789","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5333 Win=64751 Len=0"
"2537","263.946933","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2539","263.995888","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5379 Win=64705 Len=0"
"2590","264.947859","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2591","264.992972","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5425 Win=64659 Len=0"
"2610","266.142580","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2611","266.190492","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5471 Win=64613 Len=0"
"2614","267.039290","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2615","267.093523","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5517 Win=64567 Len=0"
"2624","267.955196","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2626","268.005585","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5563 Win=64521 Len=0"
"2630","268.982666","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2631","269.025926","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5609 Win=64475 Len=0"
"2635","269.955942","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2637","269.999204","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5655 Win=64429 Len=0"
"2645","270.965028","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2647","271.020611","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=17 Ack=5701 Win=64383 Len=0"
"2654","271.969062","10.112.112.19","10.112.112.11","MQTT","56","Ping Request"
"2655","271.969413","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"2656","271.984072","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2657","272.034462","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=5749 Win=64335 Len=0"
"2698","272.972723","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2705","273.025728","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=5795 Win=64289 Len=0"
"2722","273.975185","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2724","274.020452","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=5841 Win=64243 Len=0"
"2732","275.025897","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2733","275.067682","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=5887 Win=64197 Len=0"
"2744","277.792269","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2745","277.846771","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=5933 Win=64151 Len=0"
"2750","278.101327","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"2751","278.142633","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6025 Win=65535 Len=0"
"2752","279.017144","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2753","279.064810","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6071 Win=65489 Len=0"
"2755","280.011257","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2756","280.051584","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6117 Win=65443 Len=0"
"2758","281.065199","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2759","281.114595","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6163 Win=65397 Len=0"
"2831","281.985646","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2838","282.032996","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6209 Win=65351 Len=0"
"2877","283.015341","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2879","283.063597","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6255 Win=65305 Len=0"
"2885","284.006707","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2887","284.061771","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6301 Win=65259 Len=0"
"2894","284.984367","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2895","285.026614","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6347 Win=65213 Len=0"
"2900","286.021115","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2901","286.072476","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6393 Win=65167 Len=0"
"2904","287.005652","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2905","287.055942","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=19 Ack=6439 Win=65121 Len=0"
"2911","289.873951","10.112.112.19","10.112.112.11","MQTT","56","Ping Request"
"2912","289.874356","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"2917","290.197122","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=19 Ack=6441 Win=65119 Len=2"
"2921","290.287042","10.112.112.19","10.112.112.11","MQTT","192","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"2922","290.338792","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=6579 Win=64981 Len=0"
"2940","296.736285","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2941","296.789243","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=6625 Win=64935 Len=0"
"2942","296.841558","10.112.112.19","10.112.112.11","MQTT","284","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"2943","296.882939","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=6855 Win=64705 Len=0"
"2944","297.135098","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2945","297.180702","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=6901 Win=64659 Len=0"
"2951","300.216208","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2953","300.259916","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=6947 Win=64613 Len=0"
"2954","300.336445","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"2955","300.385020","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=7039 Win=64521 Len=0"
"2960","300.993657","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2962","301.040442","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=7085 Win=64475 Len=0"
"2974","302.061554","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2975","302.115438","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=7131 Win=64429 Len=0"
"2982","303.080929","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"2983","303.130738","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=7177 Win=64383 Len=0"
"2997","309.737742","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3003","310.154737","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=21 Ack=7223 Win=64337 Len=0"
"3005","310.168110","10.112.112.19","10.112.112.11","MQTT","332","Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3006","310.168503","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3007","310.192770","10.112.112.19","10.112.112.11","TCP","54","57826  >  1883 [ACK] Seq=7501 Ack=23 Win=5722 Len=0"
"3008","312.296844","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3009","312.346132","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7547 Win=65489 Len=0"
"3010","312.425959","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3011","312.470565","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7593 Win=65443 Len=0"
"3045","315.198109","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3050","315.245982","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7639 Win=65397 Len=0"
"3053","315.272104","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3057","315.323463","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7731 Win=65305 Len=0"
"3081","316.006775","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3083","316.059162","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7777 Win=65259 Len=0"
"3096","318.342332","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3097","318.396775","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=7823 Win=65213 Len=0"
"3123","321.208625","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57826  >  1883 [PSH, ACK] Seq=7777 Ack=23 Win=5722 Len=46"
"3124","321.208693","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 3097#1] 1883  >  57826 [ACK] Seq=23 Ack=7823 Win=65213 Len=0"
"3125","321.229768","10.112.112.19","10.112.112.11","MQTT","238","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3126","321.282938","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=8007 Win=65029 Len=0"
"3130","322.022498","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3131","322.077947","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=8053 Win=64983 Len=0"
"3133","325.302054","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3134","325.353958","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=8099 Win=64937 Len=0"
"3137","327.194783","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3141","327.245968","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=23 Ack=8191 Win=64845 Len=0"
"3143","327.453622","10.112.112.19","10.112.112.11","MQTT","148","Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3144","327.454088","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3145","327.759767","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=23 Ack=8285 Win=64751 Len=2"
"3147","328.148366","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=23 Ack=8285 Win=64751 Len=2"
"3148","328.787086","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=23 Ack=8285 Win=64751 Len=2"
"3149","330.069389","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=23 Ack=8285 Win=64751 Len=2"
"3157","332.266287","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3158","332.318191","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8331 Win=64705 Len=0"
"3178","338.617040","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57826  >  1883 [PSH, ACK] Seq=8285 Ack=25 Win=5720 Len=46"
"3179","338.617120","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 3158#1] 1883  >  57826 [ACK] Seq=25 Ack=8331 Win=64705 Len=0"
"3180","338.933940","10.112.112.19","10.112.112.11","MQTT","514","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3181","338.977601","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8791 Win=64245 Len=0"
"3182","339.033287","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3183","339.085791","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8837 Win=64199 Len=0"
"3189","340.052496","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3190","340.098633","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8883 Win=64153 Len=0"
"3192","341.934830","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3197","341.984693","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8929 Win=64107 Len=0"
"3199","342.105661","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3200","342.158218","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=25 Ack=8975 Win=65535 Len=0"
"3204","343.021005","10.112.112.19","10.112.112.11","MQTT","56","Ping Request"
"3205","343.021404","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3206","343.031883","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3207","343.081872","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9023 Win=65487 Len=0"
"3208","344.045911","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3209","344.095524","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9069 Win=65441 Len=0"
"3210","345.026036","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3211","345.079347","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9115 Win=65395 Len=0"
"3218","346.023531","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3219","346.077532","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9161 Win=65349 Len=0"
"3226","347.030055","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3227","347.078395","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9207 Win=65303 Len=0"
"3230","348.028280","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3232","348.077196","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9253 Win=65257 Len=0"
"3293","354.724893","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3294","354.777958","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9299 Win=65211 Len=0"
"3299","354.917342","10.112.112.19","10.112.112.11","MQTT","284","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3303","354.965603","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9529 Win=64981 Len=0"
"3329","355.322473","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3334","355.373004","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9575 Win=64935 Len=0"
"3372","356.760558","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3373","356.804433","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9621 Win=64889 Len=0"
"3380","357.045431","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3381","357.086341","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9667 Win=64843 Len=0"
"3393","358.039170","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3394","358.083354","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=27 Ack=9713 Win=64797 Len=0"
"3398","361.245084","10.112.112.19","10.112.112.11","MQTT","56","Ping Request"
"3399","361.245557","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3400","361.263767","10.112.112.19","10.112.112.11","MQTT","192","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3401","361.311471","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=9853 Win=64657 Len=0"
"3405","363.294001","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3406","363.337452","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=9899 Win=64611 Len=0"
"3407","363.911645","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3409","363.962422","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=9945 Win=64565 Len=0"
"3414","364.118043","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3415","364.165341","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=9991 Win=64519 Len=0"
"3416","365.350717","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3417","365.395058","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10037 Win=64473 Len=0"
"3418","366.162436","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3419","366.204725","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10083 Win=64427 Len=0"
"3421","367.073313","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3422","367.123587","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10129 Win=64381 Len=0"
"3438","373.711758","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3439","373.760915","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10175 Win=64335 Len=0"
"3442","373.848489","10.112.112.19","10.112.112.11","MQTT","284","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3443","373.901434","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10405 Win=64105 Len=0"
"3460","377.222792","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3461","377.270579","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=29 Ack=10451 Win=65535 Len=0"
"3462","377.327774","10.112.112.19","10.112.112.11","MQTT","194","Publish Message [iot/sensor], Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor]"
"3463","377.328194","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3464","377.610962","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [PSH, ACK] Seq=29 Ack=10591 Win=65395 Len=2"
"3465","377.630455","10.112.112.19","10.112.112.11","TCP","54","57826  >  1883 [ACK] Seq=10591 Ack=31 Win=5714 Len=0"
"3466","377.638682","10.112.112.19","10.112.112.11","TCP","54","[TCP Dup ACK 3465#1] 57826  >  1883 [ACK] Seq=10591 Ack=31 Win=5714 Len=0"
"3478","378.141505","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3484","378.186703","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10637 Win=65349 Len=0"
"3487","379.068757","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3488","379.123254","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10683 Win=65303 Len=0"
"3501","380.059139","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3502","380.106512","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10729 Win=65257 Len=0"
"3546","381.140640","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3551","381.183128","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10775 Win=65211 Len=0"
"3620","382.059998","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3622","382.101583","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10821 Win=65165 Len=0"
"3629","383.161504","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3630","383.210796","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10867 Win=65119 Len=0"
"3633","384.060494","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3634","384.113605","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10913 Win=65073 Len=0"
"3636","385.068341","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3637","385.114670","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=10959 Win=65027 Len=0"
"3660","388.381700","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3663","388.437644","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11005 Win=64981 Len=0"
"3665","388.601627","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3666","388.642739","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11097 Win=64889 Len=0"
"3677","390.736306","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3678","390.784220","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11143 Win=64843 Len=0"
"3679","390.843735","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3680","390.892404","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11189 Win=64797 Len=0"
"3683","391.069144","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3685","391.124955","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11235 Win=64751 Len=0"
"3689","392.067804","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3690","392.110257","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=31 Ack=11281 Win=64705 Len=0"
"3692","393.091299","10.112.112.19","10.112.112.11","MQTT","56","Ping Request"
"3693","393.091740","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3694","393.109999","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3695","393.155242","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11329 Win=64657 Len=0"
"3715","394.220223","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3716","394.263996","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11375 Win=64611 Len=0"
"3730","395.072598","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3731","395.121867","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11421 Win=64565 Len=0"
"3734","396.164227","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
